base_name,combined_filename,filename,foreground_pixels,foreground_ratio,image_path,image_sha256,mask_path,mask_sha256,old_split,relative_path,sample_id,source_dataset,split
000301__BEE24-21_000071_det04_tr0024,000301__BEE24-21_000071_det04_tr0024.jpg,000301__BEE24-21_000071_det04_tr0024.jpg,1891,0.391511,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000301__BEE24-21_000071_det04_tr0024.jpg,44cda404f12e7148c7de33f8d03a169dd5b62af9e267609dac7e3bb37113d0c7,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000301__BEE24-21_000071_det04_tr0024.png,8c9d9c405be1ae10563ef094021f7b9a7ee5590d96bfeee66be82e3dc361a91d,train,000301\BEE24-21_000071_det04_tr0024.jpg,000301__BEE24-21_000071_det04_tr0024,refined_20260521,train
000302__BEE24-21_000048_det08_tr0005,000302__BEE24-21_000048_det08_tr0005.jpg,000302__BEE24-21_000048_det08_tr0005.jpg,2603,0.329244,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000302__BEE24-21_000048_det08_tr0005.jpg,c0c0c47d1da214167279078a1b867acf7e0ec634b44b7b2d7834ed455da85094,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000302__BEE24-21_000048_det08_tr0005.png,cf22ff6c4f3ffaa412af965c60011af20abc7a2e5e7f09185010f117cb3a0f7c,train,000302\BEE24-21_000048_det08_tr0005.jpg,000302__BEE24-21_000048_det08_tr0005,refined_20260521,train
000316__BEE24-22_000016_det09_tr0000,000316__BEE24-22_000016_det09_tr0000.jpg,000316__BEE24-22_000016_det09_tr0000.jpg,2473,0.446068,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000316__BEE24-22_000016_det09_tr0000.jpg,dcd54f98bebceef65540e2f76c2a6cdcc7214715453837618bc7213c8ba2f569,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000316__BEE24-22_000016_det09_tr0000.png,053a397abaef6f98a26106ec768117641a54ac757acba6571a7f97ab4dd96f1f,train,000316\BEE24-22_000016_det09_tr0000.jpg,000316__BEE24-22_000016_det09_tr0000,refined_20260521,train
000338__BEE24-23_000022_det03_tr0008,000338__BEE24-23_000022_det03_tr0008.jpg,000338__BEE24-23_000022_det03_tr0008.jpg,2540,0.416462,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000338__BEE24-23_000022_det03_tr0008.jpg,02f617676811e84ac6142da3223441bcbdfdffe9cbdba75520ccf1414a5c78fb,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000338__BEE24-23_000022_det03_tr0008.png,31b21ad57a1db679a6e7a57339bd4b57bec4c6192a59e8b43692b67db977b222,train,000338\BEE24-23_000022_det03_tr0008.jpg,000338__BEE24-23_000022_det03_tr0008,refined_20260521,train
000343__BEE24-23_000040_det03_tr0016,000343__BEE24-23_000040_det03_tr0016.jpg,000343__BEE24-23_000040_det03_tr0016.jpg,2993,0.449130,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000343__BEE24-23_000040_det03_tr0016.jpg,33a9513e17325ed3aa3280ccfa413761c60c956cd185bc885a4016211bb5c4d1,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000343__BEE24-23_000040_det03_tr0016.png,eba5cf7aafa3d2f14cf03fd44736afc1d413b5fb117c41c12b616737f32f1c42,train,000343\BEE24-23_000040_det03_tr0016.jpg,000343__BEE24-23_000040_det03_tr0016,refined_20260521,train
000358__BEE24-24_000004_det02_tr0002,000358__BEE24-24_000004_det02_tr0002.jpg,000358__BEE24-24_000004_det02_tr0002.jpg,2910,0.565268,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000358__BEE24-24_000004_det02_tr0002.jpg,feee25abd2a29f3a77db701abed0b299554bd9b1631dfb8b0dd79c31a624f67e,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000358__BEE24-24_000004_det02_tr0002.png,a2c200f63b1ebfdb5da473e09ddcd24abb5a44aea6a531fc01cc1804098d4b43,train,000358\BEE24-24_000004_det02_tr0002.jpg,000358__BEE24-24_000004_det02_tr0002,refined_20260521,train
000365__BEE24-24_000047_det03_tr0025,000365__BEE24-24_000047_det03_tr0025.jpg,000365__BEE24-24_000047_det03_tr0025.jpg,3461,0.455395,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000365__BEE24-24_000047_det03_tr0025.jpg,8a3b9f21fd24bb327354d9b5174f3badba6b9c537f2c3484db6cb4b01adf9d34,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000365__BEE24-24_000047_det03_tr0025.png,a219d589b9ff215d53b4c3969193eb49471b4d797800ff49a06e1e294ed5c09c,train,000365\BEE24-24_000047_det03_tr0025.jpg,000365__BEE24-24_000047_det03_tr0025,refined_20260521,train
000366__BEE24-24_000011_det09_tr0008,000366__BEE24-24_000011_det09_tr0008.jpg,000366__BEE24-24_000011_det09_tr0008.jpg,2790,0.395072,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000366__BEE24-24_000011_det09_tr0008.jpg,38b3433240696f561d9c5daf0b875007f23eb6bb764dc42046dbc7244fbda986,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000366__BEE24-24_000011_det09_tr0008.png,ac3cf5cbf3c11d98de34cc1df54df3f5dd00d1167e9a5ff0c55bd1c6caad049d,train,000366\BEE24-24_000011_det09_tr0008.jpg,000366__BEE24-24_000011_det09_tr0008,refined_20260521,train
000391__BEE24-25_000070_det02_tr0037,000391__BEE24-25_000070_det02_tr0037.jpg,000391__BEE24-25_000070_det02_tr0037.jpg,3207,0.521463,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000391__BEE24-25_000070_det02_tr0037.jpg,58ccdfd93962c7d16384d6d956cc41c3b9d5b8a141f53908613016276dc1fb4d,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000391__BEE24-25_000070_det02_tr0037.png,3346d00b70bbc05544ccb98f6b5fdd0ae688866ded5adfd387416b896ac5acf9,train,000391\BEE24-25_000070_det02_tr0037.jpg,000391__BEE24-25_000070_det02_tr0037,refined_20260521,train
000395__BEE24-25_000016_det12_tr0008,000395__BEE24-25_000016_det12_tr0008.jpg,000395__BEE24-25_000016_det12_tr0008.jpg,2356,0.420714,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000395__BEE24-25_000016_det12_tr0008.jpg,9fed694e6479c3a456e150ccff8eed1bda15bdd16ec77719296ba05b5bc9a727,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000395__BEE24-25_000016_det12_tr0008.png,b8b179c9ac7b7fa2c712a83d5f444a6cf5e3110c56c4b8ad2a610f7ba637f923,train,000395\BEE24-25_000016_det12_tr0008.jpg,000395__BEE24-25_000016_det12_tr0008,refined_20260521,train
000405__BEE24-26_000037_det01_tr0029,000405__BEE24-26_000037_det01_tr0029.jpg,000405__BEE24-26_000037_det01_tr0029.jpg,2783,0.505265,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000405__BEE24-26_000037_det01_tr0029.jpg,34851e72a2a4c970c36a210edb858cc290b7a269af8cc0708f08d9d358918f5c,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000405__BEE24-26_000037_det01_tr0029.png,2687f6af8b3bfff35985d95d74585e04a91d5e29a8ba10ed4759bfde36777b5e,train,000405\BEE24-26_000037_det01_tr0029.jpg,000405__BEE24-26_000037_det01_tr0029,refined_20260521,train
000406__BEE24-26_000026_det02_tr0013,000406__BEE24-26_000026_det02_tr0013.jpg,000406__BEE24-26_000026_det02_tr0013.jpg,2274,0.457545,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000406__BEE24-26_000026_det02_tr0013.jpg,c446aa2be8ab682b7b62b040c57f2c3db61a39f3e7f909c6a1d3b7764bea99cd,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000406__BEE24-26_000026_det02_tr0013.png,36094ea57fd08aee8c014879584c29f0891916089b26d2ee73485d41bd673b63,train,000406\BEE24-26_000026_det02_tr0013.jpg,000406__BEE24-26_000026_det02_tr0013,refined_20260521,train
000410__BEE24-26_000004_det10_tr0002,000410__BEE24-26_000004_det10_tr0002.jpg,000410__BEE24-26_000004_det10_tr0002.jpg,2382,0.515584,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000410__BEE24-26_000004_det10_tr0002.jpg,c3b568b2382602a689d0165f9cbc3a19c2fb69fe2a68c2115a4960ace565a193,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000410__BEE24-26_000004_det10_tr0002.png,26c41e1b9956364d116368e09c457787b82fe65fbc3dc196540586ecfd2e6485,train,000410\BEE24-26_000004_det10_tr0002.jpg,000410__BEE24-26_000004_det10_tr0002,refined_20260521,train
000429__BEE24-27_000009_det03_tr0005,000429__BEE24-27_000009_det03_tr0005.jpg,000429__BEE24-27_000009_det03_tr0005.jpg,2069,0.396360,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000429__BEE24-27_000009_det03_tr0005.jpg,33d53578a054435f946527682e9482d5b6079d0078342b1b91c942227832476f,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000429__BEE24-27_000009_det03_tr0005.png,1305825e7b9c24f5106946caac1c80441412c6078601e4e1cedb595926e08669,train,000429\BEE24-27_000009_det03_tr0005.jpg,000429__BEE24-27_000009_det03_tr0005,refined_20260521,train
000439__BEE24-27_000053_det07_tr0025,000439__BEE24-27_000053_det07_tr0025.jpg,000439__BEE24-27_000053_det07_tr0025.jpg,2180,0.417625,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000439__BEE24-27_000053_det07_tr0025.jpg,3a9859b49fc0885d8e5ea3127e3d69a25cd6722c212b84713c2a166a74199c56,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000439__BEE24-27_000053_det07_tr0025.png,16e354d043547ff6b876fcdbd79ccec3fb5b55d28a92992131c623ed28aa49c9,train,000439\BEE24-27_000053_det07_tr0025.jpg,000439__BEE24-27_000053_det07_tr0025,refined_20260521,train
000469__BEE24-29_000006_det00_tr0004,000469__BEE24-29_000006_det00_tr0004.jpg,000469__BEE24-29_000006_det00_tr0004.jpg,2614,0.286623,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000469__BEE24-29_000006_det00_tr0004.jpg,6aa99a16bd77f64ad7471f5a6c529883ff16322d9f26030da606b020743489ef,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000469__BEE24-29_000006_det00_tr0004.png,d86ad71fd9a030b5925fb174c1b47644abd5971e33586e1e1a79c6548a64924c,train,000469\BEE24-29_000006_det00_tr0004.jpg,000469__BEE24-29_000006_det00_tr0004,refined_20260521,train
000469__BEE24-29_000008_det00_tr0006,000469__BEE24-29_000008_det00_tr0006.jpg,000469__BEE24-29_000008_det00_tr0006.jpg,3140,0.320670,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000469__BEE24-29_000008_det00_tr0006.jpg,8c4344eb14ab6f2da9d9c21e6c24cd1adb9d131a69c034e018c2b7c5dbb3f1c9,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000469__BEE24-29_000008_det00_tr0006.png,f46fe24c22bd1c229b558c3fb214f869cc6b81d5aaa3b6a0c47fc4499edc2c3d,train,000469\BEE24-29_000008_det00_tr0006.jpg,000469__BEE24-29_000008_det00_tr0006,refined_20260521,train
000470__BEE24-29_000011_det01_tr0006,000470__BEE24-29_000011_det01_tr0006.jpg,000470__BEE24-29_000011_det01_tr0006.jpg,1970,0.285012,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000470__BEE24-29_000011_det01_tr0006.jpg,df363b25155384a5e276d059a37c641f07b69050f5d66721c37472909dc9cc82,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000470__BEE24-29_000011_det01_tr0006.png,aa24900206440a14c5330ac1be99aeb1e07a11e632d56276eda9e2c883c26255,train,000470\BEE24-29_000011_det01_tr0006.jpg,000470__BEE24-29_000011_det01_tr0006,refined_20260521,train
000475__BEE24-29_000055_det04_tr0009,000475__BEE24-29_000055_det04_tr0009.jpg,000475__BEE24-29_000055_det04_tr0009.jpg,3528,0.439681,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000475__BEE24-29_000055_det04_tr0009.jpg,9a8c11e1c6aa5b9f33c1c6f6382973bee77f6d249e97133d5bb8039c087ebc76,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000475__BEE24-29_000055_det04_tr0009.png,606366dc8d680aea570f02ff8997febf9746ff89f68577c7c2c2923a8cb8b3fe,train,000475\BEE24-29_000055_det04_tr0009.jpg,000475__BEE24-29_000055_det04_tr0009,refined_20260521,train
000481__BEE24-30_000050_det00_tr0026,000481__BEE24-30_000050_det00_tr0026.jpg,000481__BEE24-30_000050_det00_tr0026.jpg,2547,0.320377,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000481__BEE24-30_000050_det00_tr0026.jpg,4cb760d374d8b68009fc6532c9e883d7aa9ea478c110427d66cd05ad60c91aa2,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000481__BEE24-30_000050_det00_tr0026.png,1da67e244f49edd274f2e5f427e10879dfc5ff40e3e312edc0780d3f08b1c3b4,train,000481\BEE24-30_000050_det00_tr0026.jpg,000481__BEE24-30_000050_det00_tr0026,refined_20260521,train
000486__BEE24-30_000025_det05_tr0000,000486__BEE24-30_000025_det05_tr0000.jpg,000486__BEE24-30_000025_det05_tr0000.jpg,2774,0.372449,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000486__BEE24-30_000025_det05_tr0000.jpg,80fb84fa41b9ceaf5e304e094f8471324557d8234be3f3f5181b2aa5ba4d089e,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000486__BEE24-30_000025_det05_tr0000.png,32d9830d226488ce3de25ee8fd2425773b56bc47c8d6a5a4176840df6b08f760,train,000486\BEE24-30_000025_det05_tr0000.jpg,000486__BEE24-30_000025_det05_tr0000,refined_20260521,train
000486__BEE24-30_000042_det03_tr0014,000486__BEE24-30_000042_det03_tr0014.jpg,000486__BEE24-30_000042_det03_tr0014.jpg,2428,0.337222,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000486__BEE24-30_000042_det03_tr0014.jpg,09daff9bacbc6508e2b96fbe08b2498cc989cf07206072d15c5596de1d334fc6,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000486__BEE24-30_000042_det03_tr0014.png,a0b4354e5fb546520fcf70494f1c823c2cf9b9c1f3f3c84ccd6358418f5f5571,train,000486\BEE24-30_000042_det03_tr0014.jpg,000486__BEE24-30_000042_det03_tr0014,refined_20260521,train
000488__BEE24-31_000043_det00_tr0022,000488__BEE24-31_000043_det00_tr0022.jpg,000488__BEE24-31_000043_det00_tr0022.jpg,3087,0.324811,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000488__BEE24-31_000043_det00_tr0022.jpg,b92865d906d46da11061a1ecfad3a75b3305ea7afb8e84486020ea905fabed91,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000488__BEE24-31_000043_det00_tr0022.png,4220b518f522349092d3e3f7bc2171968e7c1d140821e50011150ac3f7f17429,train,000488\BEE24-31_000043_det00_tr0022.jpg,000488__BEE24-31_000043_det00_tr0022,refined_20260521,train
000488__BEE24-31_000044_det00_tr0023,000488__BEE24-31_000044_det00_tr0023.jpg,000488__BEE24-31_000044_det00_tr0023.jpg,3481,0.440410,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000488__BEE24-31_000044_det00_tr0023.jpg,790f9110f9b67700f019782150e06721111f839137c880ffae991d47909a56f9,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000488__BEE24-31_000044_det00_tr0023.png,459b65cbe7e61dcfc1065413d85166c397b36258574230b6ecef1fd4030f2174,train,000488\BEE24-31_000044_det00_tr0023.jpg,000488__BEE24-31_000044_det00_tr0023,refined_20260521,train
000489__BEE24-31_000014_det01_tr0010,000489__BEE24-31_000014_det01_tr0010.jpg,000489__BEE24-31_000014_det01_tr0010.jpg,3403,0.361675,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000489__BEE24-31_000014_det01_tr0010.jpg,4cf66fae092e9b6cdc8f22d10615b5003e7189a4b3599ac168f2d49a5d11980d,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000489__BEE24-31_000014_det01_tr0010.png,b828ab5d512a63a12d0abfc3bd704cc99d93a45ebab2cb6ecbdb8c01babc891a,train,000489\BEE24-31_000014_det01_tr0010.jpg,000489__BEE24-31_000014_det01_tr0010,refined_20260521,train
000489__BEE24-31_000016_det01_tr0012,000489__BEE24-31_000016_det01_tr0012.jpg,000489__BEE24-31_000016_det01_tr0012.jpg,2895,0.301437,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000489__BEE24-31_000016_det01_tr0012.jpg,40e994856b1017f8417231fbd0ef2220f7c297a17a2d7860f0e4bf28d5a22ec6,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000489__BEE24-31_000016_det01_tr0012.png,db154041ce699a6ef1f03780db1245f8f2a2f9b86ec37eb8b34bd025b90e4a88,train,000489\BEE24-31_000016_det01_tr0012.jpg,000489__BEE24-31_000016_det01_tr0012,refined_20260521,train
000491__BEE24-31_000033_det02_tr0022,000491__BEE24-31_000033_det02_tr0022.jpg,000491__BEE24-31_000033_det02_tr0022.jpg,2939,0.274647,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000491__BEE24-31_000033_det02_tr0022.jpg,000c6337f82e305f14f3d7d4755f4b41265c97a0cf01a7bd11dfbf87e5a381bd,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000491__BEE24-31_000033_det02_tr0022.png,ad1599b9c6bac171a52448bb4c3faa4b367289568bfcb7e42f9ef3c7a3e9ff6e,train,000491\BEE24-31_000033_det02_tr0022.jpg,000491__BEE24-31_000033_det02_tr0022,refined_20260521,train
000492__BEE24-31_000011_det04_tr0008,000492__BEE24-31_000011_det04_tr0008.jpg,000492__BEE24-31_000011_det04_tr0008.jpg,2918,0.325670,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000492__BEE24-31_000011_det04_tr0008.jpg,e4f498daa435b9cb540c8c69b7e09c588ca28a38e28c044e23015619a7421b3b,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000492__BEE24-31_000011_det04_tr0008.png,b28d05b5b77c4a5eedadee3803fd127e9d896fb17a98a174b81eb027b54b9c37,train,000492\BEE24-31_000011_det04_tr0008.jpg,000492__BEE24-31_000011_det04_tr0008,refined_20260521,train
000492__BEE24-31_000014_det04_tr0010,000492__BEE24-31_000014_det04_tr0010.jpg,000492__BEE24-31_000014_det04_tr0010.jpg,3093,0.345201,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000492__BEE24-31_000014_det04_tr0010.jpg,a942d3d8238f78bbc3ab8d4dc367648d6f7dbc0826d9f8869cc1618d4e71e379,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000492__BEE24-31_000014_det04_tr0010.png,a00779513700a0e5f43148b493577a3b0cdea65b93d16cb3e42000ebcbb892f4,train,000492\BEE24-31_000014_det04_tr0010.jpg,000492__BEE24-31_000014_det04_tr0010,refined_20260521,train
000492__BEE24-31_000029_det03_tr0023,000492__BEE24-31_000029_det03_tr0023.jpg,000492__BEE24-31_000029_det03_tr0023.jpg,3131,0.435345,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000492__BEE24-31_000029_det03_tr0023.jpg,a1ff9f82029bd95d99af2b85dfd55535637a440c133e98b4ace895242b889eaf,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000492__BEE24-31_000029_det03_tr0023.png,faee8a92f72fd3492c3374a353a69a921c37f54a1460bcd1cb1be4337a301dfd,train,000492\BEE24-31_000029_det03_tr0023.jpg,000492__BEE24-31_000029_det03_tr0023,refined_20260521,train
000493__BEE24-31_000006_det05_tr0004,000493__BEE24-31_000006_det05_tr0004.jpg,000493__BEE24-31_000006_det05_tr0004.jpg,2909,0.324376,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000493__BEE24-31_000006_det05_tr0004.jpg,42897a052411a8aa7856289944f5a5a9aef306cbe336105da4a12ae5bb0a09e5,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000493__BEE24-31_000006_det05_tr0004.png,ea5b6f8b4ffc5230a39872bf1abdb7dfb9a55637cdd3eb150b7d17e5ed93e973,train,000493\BEE24-31_000006_det05_tr0004.jpg,000493__BEE24-31_000006_det05_tr0004,refined_20260521,train
000493__BEE24-31_000009_det05_tr0006,000493__BEE24-31_000009_det05_tr0006.jpg,000493__BEE24-31_000009_det05_tr0006.jpg,3448,0.341116,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000493__BEE24-31_000009_det05_tr0006.jpg,cbdc17dd9ca530425e511ebb8dfc89c3a4029287e4aff3f716d439bb79896f81,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000493__BEE24-31_000009_det05_tr0006.png,3151cda3c750ebf5d7daee65ccc06c1810a09a86135a11456236a374ebffa747,train,000493\BEE24-31_000009_det05_tr0006.jpg,000493__BEE24-31_000009_det05_tr0006,refined_20260521,train
000495__BEE24-31_000024_det05_tr0011,000495__BEE24-31_000024_det05_tr0011.jpg,000495__BEE24-31_000024_det05_tr0011.jpg,2913,0.284918,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000495__BEE24-31_000024_det05_tr0011.jpg,3a39c6493e01c95eaeb4d312e3414e6c9f4e24517f22de26f060eaef687fdd41,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000495__BEE24-31_000024_det05_tr0011.png,b89308bf02f8549bd1fc60693b079c7c050c9e3aee3c6c2b1f97cc26081c4eed,train,000495\BEE24-31_000024_det05_tr0011.jpg,000495__BEE24-31_000024_det05_tr0011,refined_20260521,train
000496__BEE24-31_000055_det03_tr0025,000496__BEE24-31_000055_det03_tr0025.jpg,000496__BEE24-31_000055_det03_tr0025.jpg,3540,0.443276,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000496__BEE24-31_000055_det03_tr0025.jpg,1e4aa7902599015cfa007d11f8a6f82250f9d8dc293ea741c123172b6fe2ccf4,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000496__BEE24-31_000055_det03_tr0025.png,db3bfb952fe33dd266358d96c019cec934b535d7ff79fb9478b9136ac7fd58b8,train,000496\BEE24-31_000055_det03_tr0025.jpg,000496__BEE24-31_000055_det03_tr0025,refined_20260521,train
000497__BEE24-31_000026_det07_tr0000,000497__BEE24-31_000026_det07_tr0000.jpg,000497__BEE24-31_000026_det07_tr0000.jpg,2108,0.229880,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000497__BEE24-31_000026_det07_tr0000.jpg,a5225b332afad5b37fdd10eda97eaac747dd114ec16a362bef23dbc77b095d78,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000497__BEE24-31_000026_det07_tr0000.png,b7b4ecb00ef04628a234fb3af58483f9ac375acdd5061fa58ce2394dd868bec4,train,000497\BEE24-31_000026_det07_tr0000.jpg,000497__BEE24-31_000026_det07_tr0000,refined_20260521,train
000497__BEE24-31_000032_det05_tr0005,000497__BEE24-31_000032_det05_tr0005.jpg,000497__BEE24-31_000032_det05_tr0005.jpg,2379,0.301865,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000497__BEE24-31_000032_det05_tr0005.jpg,9a328c541ce8d44fbef19d8f05de17ef5c439961e5094e6c954489923e348a92,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000497__BEE24-31_000032_det05_tr0005.png,7b4ad8cf28042b626dd13ac78318a88b9b2ca5825c29844e0ee6b2e8682811ff,train,000497\BEE24-31_000032_det05_tr0005.jpg,000497__BEE24-31_000032_det05_tr0005,refined_20260521,train
