sample_id,filename,split,relative_path,source_image_path,image_sha256,mask_sha256,source_dataset,foreground_pixels,foreground_ratio
000061__001538__BEE24-33_004101_det23_tr0016,000061__001538__BEE24-33_004101_det23_tr0016.jpg,train,001538\BEE24-33_004101_det23_tr0016.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000061__001538__BEE24-33_004101_det23_tr0016.jpg,ac79a17c935c7f3f03effc9d050aa76335b2e4f9efc0c4027d1c6686555dc1d7,63d52c2e0268c7f2bf9c976f99c6232364937148ba6713be3a4776f5fe88edde,,1102,0.440800
000062__000915__BEE24-33_000434_det11_tr0006,000062__000915__BEE24-33_000434_det11_tr0006.jpg,train,000915\BEE24-33_000434_det11_tr0006.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000062__000915__BEE24-33_000434_det11_tr0006.jpg,e947dc9665d3eea09210da55bd8a0c913149d19f12359bad5ee933d8077b61cd,2389825578f00e7245ee1fa6cada4016c2b370c10a0c8e8fb3e23db98725b68c,,1323,0.393750
000063__000541__BEE24-33_000022_det14_tr0005,000063__000541__BEE24-33_000022_det14_tr0005.jpg,train,000541\BEE24-33_000022_det14_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000063__000541__BEE24-33_000022_det14_tr0005.jpg,305e76ecdc7885f7026c584a5790b6568c34556e84cee6306c55294f7a6c3bde,5d49042929d0f22135d88027ca5745adf487aad34d700de33dbd124d507a7103,,796,0.274483
000066__000773__BEE24-33_000252_det16_tr0008,000066__000773__BEE24-33_000252_det16_tr0008.jpg,train,000773\BEE24-33_000252_det16_tr0008.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000066__000773__BEE24-33_000252_det16_tr0008.jpg,14f0730c76c732591c6fe200d220775779805548a6716c2bd895232b6bb9f54f,664c24f4ad4172e5bb0033642bc8924822cb47bd3d03b3af5b40a59b12c19f36,,833,0.320261
000067__000675__BEE24-33_000306_det01_tr0015,000067__000675__BEE24-33_000306_det01_tr0015.jpg,train,000675\BEE24-33_000306_det01_tr0015.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000067__000675__BEE24-33_000306_det01_tr0015.jpg,5c81af4ea4f941bef1a0f3d3cac3d94241919e3e54eb0be601918a1cb3872e6c,3b2785392de19623718fc281bf34b1172d6eec2ffbc4e682e1c725057bdf3818,,1079,0.299722
000068__000685__BEE24-33_000173_det19_tr0010,000068__000685__BEE24-33_000173_det19_tr0010.jpg,train,000685\BEE24-33_000173_det19_tr0010.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000068__000685__BEE24-33_000173_det19_tr0010.jpg,dc3ae99ecb11317f285bc0f626f3570758f4f861e41e9955bb7a26f180f1f620,f2baf39d3766985eac2c0e99baa1b204e5b415b21f5328367a3d0f2a82a18a7b,,928,0.336964
000069__001913__BEE24-33_003636_det12_tr0019,000069__001913__BEE24-33_003636_det12_tr0019.jpg,train,001913\BEE24-33_003636_det12_tr0019.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000069__001913__BEE24-33_003636_det12_tr0019.jpg,1258211e05fd8e90f4431524c919f8c54df7ffed905c20f70e64039587623280,b18bf78e1d1edca94a61140b3fd6355e3838da1ece4d15c949e22515ee4852e1,,992,0.389020
000071__001937__BEE24-33_004073_det17_tr0018,000071__001937__BEE24-33_004073_det17_tr0018.jpg,train,001937\BEE24-33_004073_det17_tr0018.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000071__001937__BEE24-33_004073_det17_tr0018.jpg,f99bd0bc89e5def93e1771feff1c7eb464b480c118c18e012c2980a7b7b547f0,cead176b65828d83e4297bcb15225829d3896e4f7d6da357602e98d8ebee1f40,,728,0.291200
000072__000578__BEE24-33_000057_det31_tr0007,000072__000578__BEE24-33_000057_det31_tr0007.jpg,train,000578\BEE24-33_000057_det31_tr0007.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000072__000578__BEE24-33_000057_det31_tr0007.jpg,86d0c99806e80b99f2b75c73f73baec8ba89c603c3eb06b16dc47ba894828937,92ac5d20a75390526aa565ccd2e201ac69e94a5427cd8e50c585482f3c094e76,,984,0.333559
000073__000685__BEE24-33_000183_det17_tr0014,000073__000685__BEE24-33_000183_det17_tr0014.jpg,train,000685\BEE24-33_000183_det17_tr0014.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000073__000685__BEE24-33_000183_det17_tr0014.jpg,36a119a1eb120ba1c573e447d744253d3ee55aa0fc9fc008e0bb329dd19d615d,4f95c3ef54ba85963ab217064a78d5d6e55601e0e78c8d0ce2697d5e235e47dd,,808,0.293391
000074__000675__BEE24-33_000297_det02_tr0014,000074__000675__BEE24-33_000297_det02_tr0014.jpg,train,000675\BEE24-33_000297_det02_tr0014.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000074__000675__BEE24-33_000297_det02_tr0014.jpg,7482e5b6b40e00d3e58ac85375edcd67bf6682dd2959de0c038327191ddfc9ce,afffe84f99d30386495c54fae15d9d3d14b03e6f56ad2ef928dd27f89b9c961f,,1132,0.314444
000076__001610__BEE24-33_004537_det13_tr0011,000076__001610__BEE24-33_004537_det13_tr0011.jpg,train,001610\BEE24-33_004537_det13_tr0011.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000076__001610__BEE24-33_004537_det13_tr0011.jpg,0c5dca8fab4d42d3dd38a7fd08fb162dd108531162f3ff3a846df9d2899af871,89c667140cdc68e64523317e73cbfe29e57586369a6f3588387cad987ca0551d,,966,0.364253
000077__000530__BEE24-33_000023_det40_tr0017,000077__000530__BEE24-33_000023_det40_tr0017.jpg,train,000530\BEE24-33_000023_det40_tr0017.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000077__000530__BEE24-33_000023_det40_tr0017.jpg,00e803e2e69021934208075fdbc84514372d6949a94f459becca6c6c79cfd1a5,1cfc25cde2f8c757a87360478bd349e6ec83d9e4df99223dc109df6e3ddfb0e4,,765,0.220334
000077__BEE24-10_000036_det04_tr0005,000077__BEE24-10_000036_det04_tr0005.jpg,train,000077\BEE24-10_000036_det04_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000077__BEE24-10_000036_det04_tr0005.jpg,03cba6bfc25fcb17cac84c177cea1f28c501a5d72160cef93013a46962180c13,ee4ca07184740c31c2d8a9a8393a272bfb3c7474805f1a384bfb062cf0106e10,refined_20260521,2168,0.555897
000078__001029__BEE24-33_000474_det20_tr0014,000078__001029__BEE24-33_000474_det20_tr0014.jpg,train,001029\BEE24-33_000474_det20_tr0014.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000078__001029__BEE24-33_000474_det20_tr0014.jpg,2a18d43c62995ca013650a34bbe912cd243ff3f4600fff0e7095da5e3c39803a,3fd5f1e3f56c14ab417821aa6d650f6211f3fc2c6ebade67a390a8646eec2b17,,931,0.365098
000079__000841__BEE24-33_000332_det24_tr0001,000079__000841__BEE24-33_000332_det24_tr0001.jpg,train,000841\BEE24-33_000332_det24_tr0001.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000079__000841__BEE24-33_000332_det24_tr0001.jpg,68baa21db300eed60dee3ae2812d92a19b5a5d6337bf26cd4a5e5589d13218d0,7f2ad6863eeb62cd33fde15ed2b0548954974ff8fabc0986fb293d6caf3b23b1,,895,0.302569
000080__001466__BEE24-33_003690_det12_tr0012,000080__001466__BEE24-33_003690_det12_tr0012.jpg,train,001466\BEE24-33_003690_det12_tr0012.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000080__001466__BEE24-33_003690_det12_tr0012.jpg,ddb00bca786f303a4415a0ddcdcc9b3da4f99938091d431754ed084af6c867d8,0307fa1c99314778a74d550be1e1f11ba4a92ef56d0e3eb419cfbd0fe57d2aaf,,926,0.356017
000082__BEE24-10_000035_det09_tr0013,000082__BEE24-10_000035_det09_tr0013.jpg,train,000082\BEE24-10_000035_det09_tr0013.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000082__BEE24-10_000035_det09_tr0013.jpg,a95bda62ba2ea1f64cfb90d5eb362fa24a5bb3b30b5e6f96da28f78de91834d7,30bffb31c99f89f90caec0ee1da2e8277b3ef3bb34a6b4049d57df8ff5b69f11,refined_20260521,2802,0.564919
000083__BEE24-10_000036_det10_tr0002,000083__BEE24-10_000036_det10_tr0002.jpg,train,000083\BEE24-10_000036_det10_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000083__BEE24-10_000036_det10_tr0002.jpg,1add8618e068d22cd00d4545aa09e109b47e158c87011f652d4e1aa14b74ba50,5780c4c6b9b34bf0cb0d25abafc88d257b6319aa588c36c2c90a2ecfc5ef5114,refined_20260521,2315,0.430618
000095__BEE24-11_000023_det00_tr0012,000095__BEE24-11_000023_det00_tr0012.jpg,train,000095\BEE24-11_000023_det00_tr0012.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000095__BEE24-11_000023_det00_tr0012.jpg,6b4baaf340a885c6276a4ad9f418eb37cecf772bb4f1e9b24e825496c061bb30,bb3224b20b73fb59dd1d1326cf95179a3aefe08c60cf0cc89e614ed2c7d62e0c,refined_20260521,3360,0.533333
000112__BEE24-14_000184_det07_tr0020,000112__BEE24-14_000184_det07_tr0020.jpg,train,000112\BEE24-14_000184_det07_tr0020.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000112__BEE24-14_000184_det07_tr0020.jpg,89bbfdee1b6fbd3ce73b9a4bb7889e6ae684a5c39d72911906d4422be48da366,b8bafe8cb201ef2c3ae6619818b8c9736cf932288edfd3ec5b954fbbf08442c1,refined_20260521,2817,0.464239
000121__BEE24-14_000027_det18_tr0009,000121__BEE24-14_000027_det18_tr0009.jpg,train,000121\BEE24-14_000027_det18_tr0009.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000121__BEE24-14_000027_det18_tr0009.jpg,7b2a463882fcb50ee1ce16e8ab3bb8620a73dbd082b48ce745f9e1d5784dfe38,682ca789c476505220195807209ecd8599ae4d19a653115f0d792d320d8be873,refined_20260521,2223,0.513158
000183__BEE24-15_000075_det09_tr0009,000183__BEE24-15_000075_det09_tr0009.jpg,train,000183\BEE24-15_000075_det09_tr0009.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000183__BEE24-15_000075_det09_tr0009.jpg,53f7c9a6780c740003d200e62666a684ab4f6c6cbb9bcb63c2a7b4dfc804983b,904d518dee5485a01547915409a081f0651feefebedcd2259c8cfeed8ed8ede2,refined_20260521,2080,0.488722
000217__BEE24-17_000003_det02_tr0001,000217__BEE24-17_000003_det02_tr0001.jpg,train,000217\BEE24-17_000003_det02_tr0001.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000217__BEE24-17_000003_det02_tr0001.jpg,31c4b08ca249ccfa5dbf90459fdbafa12898bdddebd31fd3c4d38ab87abcf68e,6c5f55f2d33e02b50807f840fe06381887d943d58265cc39093347cb4f91e514,refined_20260521,3107,0.571981
000225__BEE24-17_000027_det06_tr0002,000225__BEE24-17_000027_det06_tr0002.jpg,train,000225\BEE24-17_000027_det06_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000225__BEE24-17_000027_det06_tr0002.jpg,addc6d3932e1f5d22644acb4289dbe5305fe4f4c94a39ccc3958d33bd0aa8dbe,cb12c83d13841b4932a17001b5c92dcd7a4c1be33d69f1fd8a8f7f552f380a36,refined_20260521,2709,0.456984
000225__BEE24-17_000028_det05_tr0003,000225__BEE24-17_000028_det05_tr0003.jpg,train,000225\BEE24-17_000028_det05_tr0003.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000225__BEE24-17_000028_det05_tr0003.jpg,82f464342488d7e31db712698f5078ba67862fbed00b5c76fe8c78dac782e81f,9b51be028d133c6fa612b414bbdce3c3e9123a937d288f5c11c73553b6be30e9,refined_20260521,3066,0.460084
000225__BEE24-17_000030_det05_tr0004,000225__BEE24-17_000030_det05_tr0004.jpg,train,000225\BEE24-17_000030_det05_tr0004.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000225__BEE24-17_000030_det05_tr0004.jpg,31266b6c4aad031b1ee237210986936f4592623d42afe5c9a796dd476220e056,06627cc945294424025903ad964493408bba6c33492f7152bd31bfec121fff03,refined_20260521,2413,0.331638
000228__BEE24-17_000036_det08_tr0000,000228__BEE24-17_000036_det08_tr0000.jpg,train,000228\BEE24-17_000036_det08_tr0000.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000228__BEE24-17_000036_det08_tr0000.jpg,c800f888592ff7a69ef0a5fcb22db113562e87e824f56206ccfa9c32db718b93,a92fe54297c8f02a90f2c6d56bd65854736159ef895a4acc0df5329fd079b17a,refined_20260521,2959,0.493660
000228__BEE24-17_000043_det07_tr0006,000228__BEE24-17_000043_det07_tr0006.jpg,train,000228\BEE24-17_000043_det07_tr0006.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000228__BEE24-17_000043_det07_tr0006.jpg,125624d502304cdb35939b7b830f5cd629b2f6303eba4992666e845e4df63a87,5ec9c145680b299f6aec2f5c8d9f8978e99a88f1f6e41c66e348b7fe7e2bc21a,refined_20260521,3863,0.521182
000230__BEE24-17_000066_det05_tr0010,000230__BEE24-17_000066_det05_tr0010.jpg,train,000230\BEE24-17_000066_det05_tr0010.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000230__BEE24-17_000066_det05_tr0010.jpg,5c60fc4b6ac7667f4f4e0c6b2ef6dfbcaf84bc7acfd43ab31faa7d35faab7c8c,79905372c76edff7a23df1afd62f1347822d41e3b02606173c476b5653928e87,refined_20260521,2707,0.507309
000248__BEE24-18_000051_det08_tr0021,000248__BEE24-18_000051_det08_tr0021.jpg,train,000248\BEE24-18_000051_det08_tr0021.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000248__BEE24-18_000051_det08_tr0021.jpg,40ec2c9b16512b046c7044afe4182a192bcf9a78cdfeab2c1c2f318aae958061,a9508c2a84d4455047e2044ff112134ed2a2ad9d08bd405ac22dd09e55db91ac,refined_20260521,3206,0.434241
000249__BEE24-18_000037_det09_tr0010,000249__BEE24-18_000037_det09_tr0010.jpg,train,000249\BEE24-18_000037_det09_tr0010.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000249__BEE24-18_000037_det09_tr0010.jpg,042b22af52ab839bea74bb949f0f2d1010a4d22160dd6ea29a1624fc05037586,958111f194620f30e791d95e9aec0f3a80376185ec195cf0c5e1f229e4166960,refined_20260521,5130,0.479439
000259__BEE24-19_000011_det02_tr0008,000259__BEE24-19_000011_det02_tr0008.jpg,train,000259\BEE24-19_000011_det02_tr0008.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000259__BEE24-19_000011_det02_tr0008.jpg,bb2283d56f53bae6c171f7a8f68384cef4f4535419bc2ac79100bc323ec68737,0c7e98f0dfa637c9cb92b52bfa9f1e9f8fc47e6f4be6b915ba84c12d23e37d81,refined_20260521,3132,0.460588
000266__BEE24-19_000057_det02_tr0026,000266__BEE24-19_000057_det02_tr0026.jpg,train,000266\BEE24-19_000057_det02_tr0026.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000266__BEE24-19_000057_det02_tr0026.jpg,219b9cf3fac183dc203bd2a1a5f540c1a81de0b2bd2bff7beb9a33d3871fa7c7,8d53857eecfec6165c901d0943b6f5c546f226c9f5d45357505f12add0a78c60,refined_20260521,3223,0.370460
000266__BEE24-19_000073_det01_tr0039,000266__BEE24-19_000073_det01_tr0039.jpg,train,000266\BEE24-19_000073_det01_tr0039.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000266__BEE24-19_000073_det01_tr0039.jpg,a07486fc7a7aa13bc31bc4bd904ba22d9c82837ebf6563727f5728f489fdf6c6,8cd1765dfaf3ccf77c3c96c039fc42d468b890d1ec2ff6c08a9006086c0666b4,refined_20260521,2490,0.491803
000277__BEE24-20_000020_det02_tr0015,000277__BEE24-20_000020_det02_tr0015.jpg,train,000277\BEE24-20_000020_det02_tr0015.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000277__BEE24-20_000020_det02_tr0015.jpg,50427b275503a68e09980b31b5f353693a4c32c65580465ef8a25737f947ae01,806f4532b5a50c92c14d7caa9be096cbd74cf419f7bbc38caab88b8b991a51c1,refined_20260521,3175,0.552078
000282__BEE24-20_000016_det07_tr0005,000282__BEE24-20_000016_det07_tr0005.jpg,train,000282\BEE24-20_000016_det07_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000282__BEE24-20_000016_det07_tr0005.jpg,d63bb791c89c67b8d69b8a7e21434ba7a9297115397bc47df16ccfc2738569cc,fcfbea97f3c1727f203cce7cfd26b3bcb1b3a17bffb202c795c2efb1c9ecc78f,refined_20260521,2765,0.433725
000284__BEE24-20_000039_det06_tr0010,000284__BEE24-20_000039_det06_tr0010.jpg,train,000284\BEE24-20_000039_det06_tr0010.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000284__BEE24-20_000039_det06_tr0010.jpg,bdd554b0e4692fa1f7d730bae0400e9c12c6eba9d40727e5ac252f4ed5b523fa,3bfe76a5c5449acdc6194b31a63360ab49904bb3eed5150c7235bb6815a8dc17,refined_20260521,4025,0.410296
000291__BEE24-21_000050_det00_tr0026,000291__BEE24-21_000050_det00_tr0026.jpg,train,000291\BEE24-21_000050_det00_tr0026.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000291__BEE24-21_000050_det00_tr0026.jpg,b318cb1abbc35240613e0a40c75a332389dcb632c38d3add715c1907e61c299b,a1202a65371d10e72d57e3b10d910ce484fcfbcfce87c5248cb3b0b7184a700a,refined_20260521,2586,0.536960
000296__BEE24-21_000022_det04_tr0011,000296__BEE24-21_000022_det04_tr0011.jpg,train,000296\BEE24-21_000022_det04_tr0011.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000296__BEE24-21_000022_det04_tr0011.jpg,2620460a69cfd562877c7a8194589c6b307c6a6be9a62ae6cc1dd36016cbf137,0821b7882bfa89eaf45a07d25e447cea39810db8006c30e68b4e3902835b96f0,refined_20260521,3320,0.520050
000297__BEE24-21_000020_det06_tr0009,000297__BEE24-21_000020_det06_tr0009.jpg,train,000297\BEE24-21_000020_det06_tr0009.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000297__BEE24-21_000020_det06_tr0009.jpg,92e75b4709f2c2bb2b9b3ba0d34b12bcd4a6e749d77c2d5dc9b8f03dc1fc1ab6,645cb0829fab8fe7fa1b8cebc098798d99937c42aa574c1bbb22b8f34b6470f0,refined_20260521,2229,0.402056
000301__BEE24-21_000047_det07_tr0004,000301__BEE24-21_000047_det07_tr0004.jpg,train,000301\BEE24-21_000047_det07_tr0004.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000301__BEE24-21_000047_det07_tr0004.jpg,907b68fe2cc9a9d83763a83e4c25157cee7ba0e012a826c849a33168edcde2a5,709ff376dc139a7d0837896708b450cc20e64cdb0b34782ef875f6d3298b3399,refined_20260521,2570,0.380290
000301__BEE24-21_000048_det07_tr0005,000301__BEE24-21_000048_det07_tr0005.jpg,train,000301\BEE24-21_000048_det07_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000301__BEE24-21_000048_det07_tr0005.jpg,b0454790bdda815c2285272d75dbbd7a1572c02698f46d0099ffaa4cf8382290,fa6b9306c00ceee7410a8f4b67137cf235421c5ec4fabc0d80c0dfa437654d0d,refined_20260521,2378,0.401961
000301__BEE24-21_000071_det04_tr0024,000301__BEE24-21_000071_det04_tr0024.jpg,train,000301\BEE24-21_000071_det04_tr0024.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000301__BEE24-21_000071_det04_tr0024.jpg,44cda404f12e7148c7de33f8d03a169dd5b62af9e267609dac7e3bb37113d0c7,8c9d9c405be1ae10563ef094021f7b9a7ee5590d96bfeee66be82e3dc361a91d,refined_20260521,1891,0.391511
000302__BEE24-21_000048_det08_tr0005,000302__BEE24-21_000048_det08_tr0005.jpg,train,000302\BEE24-21_000048_det08_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000302__BEE24-21_000048_det08_tr0005.jpg,c0c0c47d1da214167279078a1b867acf7e0ec634b44b7b2d7834ed455da85094,cf22ff6c4f3ffaa412af965c60011af20abc7a2e5e7f09185010f117cb3a0f7c,refined_20260521,2603,0.329244
000316__BEE24-22_000016_det09_tr0000,000316__BEE24-22_000016_det09_tr0000.jpg,train,000316\BEE24-22_000016_det09_tr0000.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000316__BEE24-22_000016_det09_tr0000.jpg,dcd54f98bebceef65540e2f76c2a6cdcc7214715453837618bc7213c8ba2f569,053a397abaef6f98a26106ec768117641a54ac757acba6571a7f97ab4dd96f1f,refined_20260521,2473,0.446068
000338__BEE24-23_000022_det03_tr0008,000338__BEE24-23_000022_det03_tr0008.jpg,train,000338\BEE24-23_000022_det03_tr0008.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000338__BEE24-23_000022_det03_tr0008.jpg,02f617676811e84ac6142da3223441bcbdfdffe9cbdba75520ccf1414a5c78fb,31b21ad57a1db679a6e7a57339bd4b57bec4c6192a59e8b43692b67db977b222,refined_20260521,2540,0.416462
000343__BEE24-23_000040_det03_tr0016,000343__BEE24-23_000040_det03_tr0016.jpg,train,000343\BEE24-23_000040_det03_tr0016.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000343__BEE24-23_000040_det03_tr0016.jpg,33a9513e17325ed3aa3280ccfa413761c60c956cd185bc885a4016211bb5c4d1,eba5cf7aafa3d2f14cf03fd44736afc1d413b5fb117c41c12b616737f32f1c42,refined_20260521,2993,0.449130
000358__BEE24-24_000004_det02_tr0002,000358__BEE24-24_000004_det02_tr0002.jpg,train,000358\BEE24-24_000004_det02_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000358__BEE24-24_000004_det02_tr0002.jpg,feee25abd2a29f3a77db701abed0b299554bd9b1631dfb8b0dd79c31a624f67e,a2c200f63b1ebfdb5da473e09ddcd24abb5a44aea6a531fc01cc1804098d4b43,refined_20260521,2910,0.565268
000365__BEE24-24_000047_det03_tr0025,000365__BEE24-24_000047_det03_tr0025.jpg,train,000365\BEE24-24_000047_det03_tr0025.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000365__BEE24-24_000047_det03_tr0025.jpg,8a3b9f21fd24bb327354d9b5174f3badba6b9c537f2c3484db6cb4b01adf9d34,a219d589b9ff215d53b4c3969193eb49471b4d797800ff49a06e1e294ed5c09c,refined_20260521,3461,0.455395
000366__BEE24-24_000011_det09_tr0008,000366__BEE24-24_000011_det09_tr0008.jpg,train,000366\BEE24-24_000011_det09_tr0008.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000366__BEE24-24_000011_det09_tr0008.jpg,38b3433240696f561d9c5daf0b875007f23eb6bb764dc42046dbc7244fbda986,ac3cf5cbf3c11d98de34cc1df54df3f5dd00d1167e9a5ff0c55bd1c6caad049d,refined_20260521,2790,0.395072
000391__BEE24-25_000070_det02_tr0037,000391__BEE24-25_000070_det02_tr0037.jpg,train,000391\BEE24-25_000070_det02_tr0037.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000391__BEE24-25_000070_det02_tr0037.jpg,58ccdfd93962c7d16384d6d956cc41c3b9d5b8a141f53908613016276dc1fb4d,3346d00b70bbc05544ccb98f6b5fdd0ae688866ded5adfd387416b896ac5acf9,refined_20260521,3207,0.521463
000395__BEE24-25_000016_det12_tr0008,000395__BEE24-25_000016_det12_tr0008.jpg,train,000395\BEE24-25_000016_det12_tr0008.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000395__BEE24-25_000016_det12_tr0008.jpg,9fed694e6479c3a456e150ccff8eed1bda15bdd16ec77719296ba05b5bc9a727,b8b179c9ac7b7fa2c712a83d5f444a6cf5e3110c56c4b8ad2a610f7ba637f923,refined_20260521,2356,0.420714
000405__BEE24-26_000037_det01_tr0029,000405__BEE24-26_000037_det01_tr0029.jpg,train,000405\BEE24-26_000037_det01_tr0029.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000405__BEE24-26_000037_det01_tr0029.jpg,34851e72a2a4c970c36a210edb858cc290b7a269af8cc0708f08d9d358918f5c,2687f6af8b3bfff35985d95d74585e04a91d5e29a8ba10ed4759bfde36777b5e,refined_20260521,2783,0.505265
